X,Y,OBJECTID,FOLIO,NAME,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,EMAIL,DIRCTNAME,YEARESTB,TYPE,GRDLEVEL,COED,STREGFLG,CHLDCAREID,ENROLLMENT,STATUS,WEBSITE,LAT,LON,POINT_X,POINT_Y,CREATEDBY,CREATEDDATE,MODIFIEDBY,MODIFIEDDATE,GlobalID,CreationDate,Creator,EditDate,Editor
-8951135.9098,2969381.9114,817,3049020250030,The 2nd House Daycare Preschool V,869 SW 132nd Ave, ,Miami-Dade,33184,305-228-9111,,Beatriz Soler, , ,PK-PK,C,Y,6779,1,Active,https://www.facebook.com/pages/The-2nd-House-Learning-Center/167779906571090,25.75996,-80.40942,850537.714612767,518883.85546086,ABREUI,2018/04/30 16:37:05+00,E316899,2020/12/02 14:14:49+00,86fdf149-f03c-4b88-bb3e-0e57ff70dd96,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8947438.7817,2969062.1968,818,3040070000050,Children's Creative Learning Center at FIU,11200 SW 8th St, ,Miami-Dade,33174,305-348-2143,,Silvia R. Valdes,1990,N,PK-KG,C,Y,225,54,Active,http://studentaffairs.fiu.edu/life-at-fiu/childrens-creative-learning-center/,25.75737,-80.37621,861473.062590953,517994.062692031,E316899,2020/11/04 18:20:05+00,E316899,2021/07/30 12:45:53+00,ad848b16-41a0-4211-bdd5-e3a71768c673,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8940229.1144,2991420.7304,819,3020110030040,Pastoral Care Institute,18191 NW 68th Ave,212,Miami-Dade,33015,786-413-8487,,Dorca Iris De Jesus,2012, ,09-12,C,Y,6698,1,Active,http://palmettopresbyterian.org/palmetto-preschool,25.93813,-80.31144,882445.45761849,583798.529697314,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,398f4f4f-883e-4c17-9406-94b4246cc4b8,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8929801.1284,2979955.7352,820,3031110160050,Liberty Academy Day Care,7750 NW 12th Ave, ,Miami-Dade,33150,305-696-8100,,Sarah Brazier,2003,N,KG-04,C,Y,6590,163,Active,https://childcarecenter.us/provider_detail/liberty_academy_daycare_and_preschool_inc_miami_fl,25.84548,-80.21777,913431.875055343,550294.499970108,E316899,2020/11/04 18:20:05+00,E316899,2021/08/13 10:28:59+00,31e44647-ea94-4d55-96ef-161bb7301ae3,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8940652.8608,2959469.9785,821,2050020390050,Lechar Academy,9771 S Dixie Hwy,,Pinecrest,33156,786-829-0738,,Rosie Ahias,,,01-12,C,,6428,,Active,,25.67974,-80.31526,881683.152337775,489877.606729843,E316899,2020/11/04 18:20:05+00,E316899,2021/08/10 15:30:30+00,03a1bb58-f790-4331-9a5d-419416a66dc4,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8925807.9889,2990302.0777,822,0722070000430,Neytz Hachochma School,901 NE 167th St,      ,North Miami Beach,33162,305-945-7443,,Dolly Aizenman, , ,KG-12,C,Y,3325,20,Active,http://neytz.com/,25.92909,-80.18189,925040.31231416,580758.624926485,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,66272535-6e76-4720-b5b3-16bde08bdc0b,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8941617.0968,2988084.3023,823,3220230230020,Goliath Academy - Satellite,15165 NW 77th Ave,2003,Miami Lakes,33014,305-512-5994,,Christopher C. Goliath,2003,Y,09-12,C,Y,4083,160,Active,http://www.goliathacademy.org/,25.91117,-80.32391,878398.413262721,573979.70652017,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,33ae804a-8dfe-455c-92a9-1f66a3a568e2,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8941908.6841,2991100.8672,824,3020100000020,Early Years Montessori Academy,7755 NW 178th St, ,Miami-Dade,33015,305-557-5111,,Cristina Woodson,      ,N,PK-02,C,Y,    ,74,Active,https://www.facebook.com/pages/Early-Years-Montessori-Academy/885495318236371,25.93555,-80.32654,877491.875533871,582833.562528417,ABREUI,2018/04/30 16:37:05+00,E316899,2021/06/25 10:16:11+00,c81b052d-18f3-4eb2-b734-cce0357860f4,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8919557.62,2975936.4843,825,0232260020380,Casa DEI Bambini Montessori School,4025 Pine Tree Dr , ,Miami Beach,33140,305-534-8911,,Rachel Reington, ,N,PK-05,C,N,3906,0,Active,http://www.casadeibambini.info/,25.81298,-80.12575,943775.468299605,538672.908407286,E316899,2020/11/04 18:20:05+00,E316899,2021/06/25 10:09:01+00,719326e0-f8be-4d33-9193-3d293cd2fa49,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8934981.7375,2971174.2904,826,0141050120130,Tiny Learners Preschool 2,4211 NW 2nd Terr,,Miami,33126,786-253-5983,,Milly Velasquez,,,PK-01,C,,8597,47,Closed,https://prek.club/day-care-school/tiny-learners-preschool-2,25.77446,-80.26431,898269.924408149,524394.401357919,E316899,2020/12/04 09:43:14+00,E316899,2020/12/04 09:48:46+00,e7221190-57e0-42a1-9dd8-8418d8ef4418,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8939768.2885,2988869.8834,827,3220130010470,Our Lady of The Lakes Catholic School,6600 Miami Lakeway N, ,Miami Lakes,33014,305-362-5315,,Barbara Picazo-Mederos,1986,Y,PK-07,C,Y,1970,510,Active,http://www.ollnet.com/School/,25.91752,-80.3073,883845.50267579,576315.279258348,ABREUI,2018/04/30 16:37:05+00,E316899,2021/09/20 12:01:14+00,60be10d1-b4cb-41bc-bb6e-1f5a2ee36fd5,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8927739.9358,2975946.9511,828,0131240210690,Ebenezer Christian Academy,3925 NW 2nd Ave, ,Miami,33127,305-573-2867,,Nerline Etienne,1992,Y,PK-12,C,Y,1877,186,Active,http://ebenezerchristianacademy.com/main_page.html,25.81306,-80.19926,919593.49989308,538549.750135176,E316899,2020/11/04 18:20:05+00,E316899,2021/06/25 10:16:14+00,47379299-039b-4ef4-9e5e-ea77bbb9eae4,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8927690.2138,2975505.7795,829,0131250190850,Metropolitan International School of Miami,3465 NW 2nd Ave,,Miami,33127,305-3013053,,Ines Lozano,2015,,PK-08,,,,200,Active,http\\www.metschoolmiami.com,25.8095,-80.19881,919748.341493227,537253.890421964,T0140179,2018/08/02 12:38:46+00,E316899,2020/11/05 17:04:01+00,d920a952-4fb5-4cf8-8c1b-a9a080e34107,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8953354.2975,2956906.5285,830,3059100400051,Islamic School of Miami,11699 SW 147th Ave, ,Miami-Dade,33196,305-408-0400,,Mohammad Siddiqi, , ,KG-08,C,Y,6785,40,Active,http://islamicschoolofmiami.org/contact-us/,25.65899,-80.42935,844137.435054816,482155.711298659,E316899,2020/11/04 18:20:05+00,E316899,2020/11/04 18:20:05+00,d1aaad85-f4e1-4669-8401-c80f6c94dde0,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8943047.69210001,2967248.4947,831,3040160030010,St Brendan High School,2950 SW 87th Ave, ,Miami-Dade,33165,305-223-5181,,Ivette Alvarez,1975,Y,09-12,C,Y,2808,1141,Active,http://www.stbrendanhigh.org/,25.7427,-80.33676,874482.88532307,512723.734367117,ABREUI,2018/04/30 16:37:05+00,E316899,2021/09/20 15:25:55+00,1e9754a1-7917-4624-9382-b47f193a75a2,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8937959.27880001,2984993.2834,832,0421300080040,Happy Hearts Learning Center,6883 W 4th Ave, ,Hialeah,33014,305-823-0668,,Guadalupe Hechevarria,2010,N,PK-02,C,Y,6341,53,Active,https://childcarecenter.us/provider_detail/happy_hearts_learning_center_hialeah_fl,25.8862,-80.29105,889248.533208821,564957.92039977,E316899,2020/11/04 18:20:05+00,E316899,2021/08/06 15:13:37+00,9892c719-0c83-4adb-830c-d8720851f5b9,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8919958.09510001,2981034.8365,833,0232100131000,Le Petit Papillon Montessori School,1021 Biarritz Dr,  ,Miami Beach,33141,305-867-4244,,Damaris Zarling,1999, ,PK-5, , , ,150,Active,http://www.lepetitpapillonmontessori.com/,25.8542,-80.12934,942492.687370412,553648.249989241,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,f1b06bb8-b2fa-4c95-9e7d-e176e21630cb,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8937236.26110001,2977027.4912,834,0530240071340,Miami Springs Preschool,200 Park St,,Miami Springs,33166,786-762-2454,,Yaima Simon,,,KG-05,C,,7325,,Active,https://miamispringspreschool.com/,25.8218,-80.28456,891511.419098929,541563.924857982,E316899,2020/11/06 15:23:42+00,E316899,2021/08/26 11:32:42+00,12253d97-3b7a-4edc-b3d9-6f2d6439f84e,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8937829.006,2960589.7622,835,2050010010010,Temple Beth Am Day School,5950 N Kendall Dr, ,Pinecrest,33156,305-665-6228,,Dr. Deborah R. Starr,19731974,Y,PK-05,C,Y,2142,324,Active,http://www.tbam.org/index.php,25.68881,-80.28988,890020.136665538,493216.527180955,ABREUI,2018/04/30 16:37:05+00,E316899,2021/09/23 15:05:15+00,b0ea818c-886a-4be0-a0a0-148e7e98999d,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8932208.78050001,2969964.9152,836,0141090160010,Montealegre Senior High School ,2742 SW 8th St,211,Miami,33135,786-320-4682,,Cristina Montealegre, ,N,10-12, , ,7236,0,Active,http://montealegresrhigh.com/contacts-us/,25.76468,-80.23939,906488.104168877,520884.972134724,ABREUI,2018/04/30 16:37:05+00,E316899,2021/08/26 12:19:17+00,b0a29648-a39f-4780-b239-70e187318588,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8934324.58950001,2988812.9364,837,3421160000040,Marian Center School and Services,15701 NW 37th Ave, ,Miami Gardens,33054,305-625-8354,,Sister Lidia Valli,1964,Y,01-12,C,Y,2687,47,Active,https://mariancenterschool.org/,25.91706,-80.2584,899920.161644608,576235.980587065,ABREUI,2018/04/30 16:37:05+00,E316899,2020/11/05 13:12:23+00,ae8e1d84-2d81-4afa-9f10-4a55c2a2be00,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8952628.48990001,2960491.3246,838,3049340060110,Montessori Learning Center,14092 SW 84th St, ,Miami-Dade,33183,305-388-9016,,Estelle Myers, , ,PK-KG,C,Y, ,104,Active,http://www.mymontessorilearningcenter.com/,25.68801,-80.42284,846239.117232766,492713.687116481,ABREUI,2018/04/30 16:37:05+00,E316899,2021/07/08 13:31:27+00,dd74fd29-5e59-4aad-b166-6b02fe2cc94c,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8934424.992,2969672.4484,839,0341080090870,Vanguard Children's Academy,924 Ponce De Leon Blvd,,Coral Gables,33134,786-762-2244,,Maria A. Caballero,2012,,PK-KG,C,,9379,91,Active,https://www.preschoolcoralgables.com/,25.76231,-80.2593,899940.640738778,519987.662437886,E316899,2021/09/29 12:17:21+00,E316899,2021/09/29 12:21:00+00,bda5e9d6-1ec1-4385-a780-d6a139f727cd,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8952596.2608,2957322.0573,840,3059100000165,Our Lady of Lourdes Parish School,14000 SW 112th St, ,Miami-Dade,33186,305-386-8446,,Thomas E. Halfaker,1997,Y,PK-08,C,Y,4672,556,Active,https://www.ololjaguars.org/,25.66235,-80.42254,846375.187120892,483388.312387809,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,2e63e5db-a842-41d5-ba47-81770397add3,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8934887.7909,2969689.1457,841,3041080200010,Gables Montessori School,990 S Le Jeune Rd, ,Miami-Dade,33134,305-567-1900,,Maderlene Granda Cabrera,2006, N,PK-01,C,Y,9452,93,Active,http://www.gablesmontessori.com/,25.76245,-80.26346,898572.062433511,520029.093733929,E316899,2020/11/04 18:20:05+00,E316899,2020/11/04 18:20:05+00,79b67b5b-4b03-4674-837c-b6f774cb6135,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8946787.155,2949225.7799,842,3060060620001,Happy Hearts Day Care ,11033 SW 186th St,  ,Miami-Dade,33157,305-278-9090,,Joseph Gonzalez,2014,N,PK-03,C,Y,8850,73,Active,https://childcarecenter.us/provider_detail/happy_hearts_learning_center_hialeah_fl,25.59678,-80.37035,863677.650369007,459633.760301679,ABREUI,2018/04/30 16:37:05+00,E316899,2021/08/06 15:08:58+00,c2ba9785-9f97-4a14-82ed-c1a73753b5a8,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8929379.345,2969722.8889,843,0141110011290,Smart Starts Child Development Center,1101 SW 12th Ave, ,Miami,33129,305-858-8886,, , , ,PK-08,C,Y, ,0,Active,http://www.smartstartsdayschool.com/locations/brickell-1101-sw-12-avenue.html,25.76272,-80.21399,914857.687280674,520222.375014104,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,96206ca6-58e4-4a93-8ae3-7f72497c6484,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8935275.7069,2981565.5623,844,0431050061290,Kidz City Learning Center,3920 E 8th Ave, ,Hialeah,33013,305-691-1001,,Barbara Ortiz, ,N,PK-02,C,Y,7310,11,Active,https://www.facebook.com/pages/Kidz-City-Learning-Center/161449997217980,25.85849,-80.26695,897230.687456258,554931.437446438,E316899,2020/11/04 18:20:05+00,E316899,2020/11/04 18:20:05+00,33ba27c4-286f-42a3-8df5-df131687b735,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8941665.9105,2961167.6645,845,3040340170060,My First Place Preschool,8040 SW 81st Dr, ,Miami-Dade,33143,305-271-6633,,Michelle, , ,PK-K,C,Y, ,46,Active,https://www.myfirstplacepreschool.net/,25.69349,-80.32435,878660.407502961,494857.334350482,ABREUI,2018/04/30 16:37:05+00,T0140179,2018/07/13 20:30:46+00,dedffc55-d5b9-4efc-af5b-791b290ad759,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8928442.7657,2981153.5023,846,3031010020581,Providence School,8700 NW 5th Ave,,Miami,33150,305-744-1257,,Princess Beauregard,,,PK-12,C,,4704,,Active,https://providenceschool712.business.site/?utm_source=gmb&utm_medium=referral,25.85516,-80.20557,917423.934963062,553838.075781412,E316899,2021/08/09 10:47:10+00,E316899,2021/09/20 12:56:51+00,92da106d-011e-4c04-8d75-6ee1f2760101,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8933544.8674,2990073.3305,847,3421090030060,Emmanuel Christian School,3001 NW 167th Ter,  ,Miami Gardens,33056,305-625-0383,, , ,N,K,C,Y,2313,106,Active,https://www.privateschoolreview.com/emmanuel-kindergarten-daycare-profile,25.92725,-80.2514,902201.338084884,579950.349725731,ABREUI,2018/04/30 16:37:05+00,E316899,2021/07/08 13:32:50+00,f09f4ed0-4450-40b6-9881-b4e4d85ac727,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8938286.5312,2988850.7238,848,3220130340010,Tutor Me DayCare and Preschool 2,5713-5715 NW 158th St,,Miami Lakes,33014,786-229-1166,,Jenny Espinosa,,,PK-10,C,,5227,,Actve,https://www.tutormeprivateshcoolk-8.com/,25.91737,-80.29399,888221.007831864,576282.355866313,E316899,2020/12/07 11:20:58+00,E316899,2021/09/29 11:01:07+00,58c77341-4770-4994-989d-582683db9caa,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8921632.678,2994883.9083,849,2812340650010,International Torah Academy,20533 Biscayne Blvd,Suite 689,Aventura,33180,786-471-7741,,Esther Basha,2019,,KG-12,C,,6357,,Active,http://www.internationaltorahacademy.org/,25.9661,-80.14439,937279.940357555,594289.756587088,E316899,2020/11/04 18:20:05+00,E316899,2021/08/09 09:58:10+00,b7167efb-9085-487e-a4a7-2c527abbd2fe,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8945279.8369,2951251.6984,850,3050320010080,New Testament Church Little Angels Academy,10190 SW 168th St,      ,Miami-Dade,33157,786-573-0061,,Lola Taylor Jones, , ,PK-01,C,Y,5558,50,Active,http://www.littleangelsacd.com/,25.61319,-80.35681,868111.326405134,465620.07992325,ABREUI,2018/04/30 16:37:05+00,E316899,2021/09/15 12:51:01+00,6399522d-9180-4d5d-a89d-20dc0fde5308,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8920254.5992,2976180.6219,851,0232220170190,Temple Beth Sholom Innovative School,4144 Chase Ave,,MiamiI Beach,33140,305-538-7231,,Margie Zeskind,,,KG-03,C,,8389,,Active,https://www.tbsmb.school/,25.81495,-80.13201,941710.890505679,539376.86616794,E316899,2020/12/01 14:34:22+00,E316899,2021/09/23 15:05:51+00,891d24cc-9133-4c95-8b29-c621c46b0bfd,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8930241.4106,2973010.3856,852,0131350040330,Allapattah Wynwood Jardin Infantil,1500 NW 16th Ave, ,Miami,33125,305-547-1382,,Yolanda M Fonseca,1992, ,PK-05,C, ,6814,140,Active,http://www.allapattahwynwoodschool.com/,25.78931,-80.22173,912251.812334243,529873.1249751,ABREUI,2018/04/13 16:20:00+00,ABREUI,2018/04/13 16:20:00+00,b86da559-b7e6-4dae-a60b-116daaf4bcb5,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8954413.5536,2963501.8357,853,3049280190010,Little Promises Daycare Learning Center,15194 SW 56th St,  ,Miami-Dade,33185,305-382-4424,,Lourdes Ramos, ,N,PK-05,C,Y,3273,50,Active,http://www.lplearningcenter.com/,25.71238,-80.43887,840920.640427813,501547.742050059,E316899,2020/11/04 18:20:05+00,E316899,2021/11/05 15:51:37+00,219e764e-4234-4698-a622-8d69a275c225,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8926555.0624,2974207.9051,854,0132300750001,Eximia School,2275 Biscayne Blvd,Suite 2,Miami,33137,786-540-0605,,Luisa Santibanez,,,06-12,C,,8397,,Active,https://www.eximiaschool.com/,25.799,-80.18861,923126.736902405,533459.320450604,E316899,2021/08/04 08:08:30+00,E316899,2021/08/04 08:10:22+00,8406de8a-09c5-475f-9286-bb99e0024fcb,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8927207.95310001,2986405.7626,855,0622300000331,Yeshiva Middle School,13300 Memorial Hwy,,Miami,33161,786-615-5886,,Yosef Zemel,,,06-08,B,,7216,,Active,http://yeshivaelementary.com/,25.89761,-80.19447,920977.268214371,569290.131859802,E316899,2020/12/10 09:37:07+00,E316899,2021/09/29 14:42:05+00,375bdba3-3e24-4a43-936c-f2bcf0a6fc84,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8957532.41660001,2958313.5224,856,3059060000100,Archbishop Coleman F. Carroll High,10300 SW 167th Ave, ,Miami-Dade,33196,305-388-6700,,Sister Margaret Ann,1998,Y,09-12,C,Y,3163,602,Active,http://www.archbishopcolemancarroll.org/,25.67038,-80.46688,831757.399971277,486244.661318459,ABREUI,2018/04/13 16:20:00+00,E316899,2020/07/02 18:52:56+00,4352d62e-6744-4b9b-a620-0d7933084fd0,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8939812.54530001,2981585.1452,857,0430021910010,Sunshine Childcare & Preschool Center,4056 W 12th Ave, ,Hialeah,33012,305-364-8006,,Dayle Rodriguez, , ,PK-05,C,Y,1093,173,Active,https://www.facebook.com/pages/Sunshine-Childcare-Preschool-Center/883668724990885,25.85865,-80.3077,883827.718867771,554916.260486417,ABREUI,2018/04/30 16:37:05+00,E316899,2020/12/01 09:50:54+00,85f8b82d-f029-4a18-b6c0-0e8fa4af6f1e,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8932774.79430001,2978203.6757,858,3031160030340,O.L.L.A.S Academy,2971 NW 62nd St,,Miami,33147,786-255-8954,,Vincent Davis,,,KG-06,C,,9090,,Active,https://ollasacademy.com/,25.83131,-80.24448,904675.672401208,545094.391344026,E316899,2021/09/17 15:19:54+00,E316899,2021/09/17 15:22:00+00,cf0b92ad-569b-4e0a-863e-67b0b8f20f40,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8929775.75670001,2973065.1985,859,0131350240040,Lincoln-Marti Schools - 13th Ct,1521 NW 13th Ct,  ,Miami,33125,305-324-0099,,Demetrio J. Perez, ,N,05-K,C, , ,0,Active,http://www.lincoln-marti.com/index.php?option=com_wrapper&view=wrapper&Itemid=141,25.78976,-80.21754,913627.296172883,530042.424271084,ABREUI,2018/04/30 16:37:05+00,E316899,2021/11/10 10:55:24+00,887f7f61-0f4c-4d0e-b85c-e4498efbc744,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8927806.35600001,2979621.3446,860,0131120880010,St Marys Cathedral School,7485 NW 2nd Ave, ,Miami,33150,305-795-2000,,Eduardo L. Flor,1939,Y,KG-08,C,Y,2844,401,Active,http://www.stmarymiami.org/school/,25.84277,-80.19985,919331.497716837,549347.361665227,ABREUI,2018/04/30 16:37:05+00,E316899,2020/11/17 11:22:29+00,083775d3-4944-41cf-8446-d006776a6178,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8936198.88610001,2982676.4867,861,0421310200080,Kid's Love Day Care Preschool,375 E 49th St,"3,4,5",Hialeah,33013,305-824-1612,,Gloria Delgado,1995,N,PK-02,C,Y,593,96,Active,https://www.privateschoolreview.com/kid-s-love-daycare-preschool-profile,25.86747,-80.27524,894485.4269097,558180.251529455,E316899,2020/11/04 18:20:05+00,E316899,2021/08/10 09:33:46+00,151aadb4-a785-4571-a5e8-87a023f624f9,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8924157.74410001,2961936.1753,862,2442320060020,Key Biscayne Presbyterian School,160 Harbor Dr, ,Key Biscayne,33149,305-361-2058,,Liz Pesch,1997,Y,PK-KG,C,Y,747,187,Active,http://kbpcschool.org/,25.69971,-80.16707,930440.456959184,497414.052688859,ABREUI,2018/04/30 16:37:05+00,E316899,2021/06/25 10:21:33+00,7834a604-a3fb-4bf0-934c-52552b0c45fd,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8950284.38770001,2960327.7799,863,3049350050030,Victoria's Playhouse Pre-K II,12781 SW 88th St, ,Miami-Dade,33186,305-387-0777,,Maria Elena Delgado,1999, ,PK-03,C,Y,6406,95,Active,http://victoriasplayhouse.com/,25.68669,-80.40177,853176.006071225,492263.327052064,ABREUI,2018/04/30 16:37:05+00,E316899,2020/12/09 09:59:54+00,6cee0c69-8063-4e3a-8070-88a070fdb0e4,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8955307.47120001,2942596.8316,864,3069200020070,The Country Family ,15740 SW 240th St,,Homestead,33031,786-515-8050,,Jeniffer Ricard,,,PK-12,C,,7877,,Active,https://www.thecountryfamily.com/,25.54306,-80.44689,838533.604470651,439998.261566252,E316899,2021/09/23 15:35:34+00,E316899,2021/09/23 15:36:58+00,af9653c5-8f04-4865-bf4f-3b41b806bd5d,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8929769.43079999,2977416.7743,865,0131140410390,Gospel Assembly Academy Inc,1251 NW 54th St, ,Miami,33142,305-456-3943,,Rose Valsaint ,2003,Y,PK-12,C,Y,8725,115,Active,https://www.privateschoolreview.com/gospel-assembly-learning-center-profile,25.82495,-80.21748,913569.937647481,542833.687419176,E316899,2020/11/04 18:20:05+00,E316899,2020/11/04 18:20:05+00,e4e0635c-dd29-49e1-bd1d-689c2648de1e,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8941629.45859999,2988139.3635,866,3220230230010,Little College at Royal Oaks Plaza,15225 NW 77th Ave, ,Miami Lakes,33014,305-510-9869,,Marisol Torres, ,N,PK-KG,C,Y,5000,197,Active,https://www.greatschools.org/florida/miami-gardens/12703-A-Little-College-At-Royal-Oaks/,25.91162,-80.32402,878361.076942682,574141.224344321,E316899,2020/11/04 18:20:05+00,E316899,2021/08/13 15:34:46+00,9abb5f6d-1c9e-440b-96c2-b50b55f4870d,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8939798.50529999,2981769.4644,867,0430021020010,Big Star Day Care III,4246 W 12th Ave, ,Hialeah,33012,305-558-4884,,Magali G Rodriguez,2001,N,PK-05,C,Y,5730,142,Active,https://www.facebook.com/Big-Star-Day-CarePrivate-School-160030244179120/info/?tab=overview,25.86014,-80.30757,883866.34081981,555458.031494923,E316899,2020/11/04 18:20:05+00,E316899,2021/06/25 10:08:00+00,df7e6229-6179-40c1-97a1-77ec1e71d229,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8951670.87289999,2950557.9184,868,3059340010291,Great Heights Academy 2,17200 SW 137th Ave,,Miami,33177,786-773-2285,,Carmen Torres,,,04-12,C,,6324,,Active,https://www.greatheightsacademy.com/,25.60757,-80.41422,849201.477043524,463489.77592127,E316899,2020/11/04 18:20:05+00,E316899,2021/08/06 14:46:30+00,2fafa068-beb8-4ff1-a981-05fa9599dce8,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8922294.57159999,2994766.1415,869,3012330640010,Hochberg Preparatory School,20350 NE 26th Ave, ,North Miami Beach,33180,305-933-6946,,Dr. Richard Cuenca,1997,Y,KG-05,C,Y,3196,450,Active,http://posnackschool.org/academics/lower-school-east/,25.96515,-80.15033,935328.561923735,593931.31204275,E316899,2020/11/04 18:20:05+00,E316899,2020/11/04 18:20:05+00,1bac456c-1045-4fd5-b85f-eff155adca5e,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
